TP53
LRP2
SUMO2
IL16
HSP90AB1
GFAP
SH3GL3
MCM2
CEBPA
ACTN4
SOX10
RAB4A
TFAP2A
CD2AP
ARAF
MTOR
UBQLN1
MYST2
NR5A1
LEF1
CDC25C
HIPK3
ABCA1
DDX24
LNX1
VCP
PABPC1
CDH5
HMGA1
TGFB1
CANX
PLAT
ING1
SOCS3
PAX6
PLD1
PEBP1
RUNX1
ACTC1
JAK3
ARIH2
CTBP2
GDF9
NTRK2
HNRNPC
CFTR
TEK
PKN1
TOP2A
HSPB1
SKP2
SPTBN1
CDK7
PPARGC1A
CCNE1
IL2RB
VCL
TIAM1
STRAP
EPHA2
MEF2C
WASL
CTNND1
MYB
MAGEA11
SKP1
MST1R
TGFB1I1
PSME3
MITF
UBA52
EEF1D
MPHOSPH6
EZH2
GNA12
GSN
CD5
PFN1
PTPRS
RIPK2
SHBG
TYK2
RPS6KA3
YAP1
MAPKAPK2
BCL6
ERBB2IP
NFATC2
STAMBP
SREBF2
TRIM27
UBC
CSF2RB
DAG1
PPARG
CFL1
GIPC1
SNAP25
KRT15
CD82
RABAC1
BAT2
TUBG1
STK11
HSPD1
CASK
GSK3A
PECAM1
PTPRF
BMPR2
TRIP13
CD28
IQGAP1
TRIM28
RAD9A
CBLB
CSF3R
PFN2
ZBTB17
CDK6
NUMB
SERPINB9
RACGAP1
SYT1
TRADD
ARHGEF7
CREM
NIF3L1
TP53BP1
TNNT1
DGKZ
TRAF4
PARD6A
TOP1
GHR
APC
MCL1
AP2M1
MARK3
WEE1
IMMT
LCP2
PPARD
NEDD8
CCND3
SMARCB1
AES
SET
IGSF21
EIF2S2
PIK3CG
PLAUR
PRMT5
SNTA1
BRMS1
FBXW7
TSC22D4
CCR1
MMP2
S100A4
AHR
NF2
ITK
PLG
HCFC1
S100B
EIF6
CD40
MTA1
MTNR1A
TNFAIP3
RASSF1
TCF4
SPP1
PRKG1
IKBKAP
ARR3
VASP
KRT8
CEACAM1
SORBS2
WBP11
EFNB2
BLM
DCN
TAL1
TEC
SIAH1
TRIM29
RGS19
PSMA3
CBX5
ILK
SP3
ARHGEF6
AGTR1
GRIA1
DLG3
PDLIM7
SLC9A3R2
CDC25B
RALA
DOK1
ID2
MAGI1
MSX1
ITGAV
ARL4D
TRIM37
FHL3
JUND
NFE2L2
SDC2
MOBKL3
RPS27A
BCL10
ITCH
NR1H2
GTF2F1
TERF1
DLG2
IL4R
VHL
AP2A1
PTPN13
CALM3
TCERG1
DDR1
ZFP36
MEN1
HNRNPD
WT1
MME
SUFU
HNF1A
SORBS3
AXL
CD22
MAPKAPK5
C3
SPI1
LDOC1
BIRC2
TADA3
PEA15
BCAP31
STXBP1
HES1
ASCC2
PRLR
NFYA
DSP
NR2C2
USO1
TLR4
DNAJA3
ARHGAP1
EIF4EBP1
RHOXF2
ITSN1
GPRASP1
ITGA6
CUX1
CALCOCO1
RAB27A
FES
EGR1
TLR2
TSC1
CDC20
FBLN1
AP1B1
OCLN
CDH2
TGIF1
FGR
BAG1
CTLA4
MNAT1
ETS2
THBS1
CDK5R1
HOXA9
NINL
USHBP1
UBE2L3
RBL2
SNAP23
GTF2I
CD9
PDE6D
GJA1
MAP1B
APPBP2
CCNT1
MAP2
KIAA0408
SH2B2
BAIAP2
RBBP8
ITGA5
TTN
WASF2
LMO2
MAPK8IP1
LMNB1
TDG
MAP2K4
COL1A1
PPP1R8
MLH1
PLEC1
PKP2
HSPG2
ITGB5
TRIP4
MLL
STAT6
ATP5C1
CD81
STAM2
RFC1
CD3E
PTPN2
GPS2
PIK3CA
AKAP13
IL2RG
PTGES3
PPM1A
TRPC3
CDC27
PPP1CC
LDB1
GORASP2
REL
LEPR
GZMB
TBK1
IFNAR2
RIBC2
STX5
RGS3
GRM5
SREBF1
BRAF
DLEU1
KNG1
TCF12
WRN
EIF4E
HCLS1
MYBL2
CD2
MDK
VEGFA
STRN4
GOLGA2
MEF2A
GTF2F2
BMX
RFX1
MAPK8IP3
PPP3CA
CYCS
PPP1R9B
DDX20
NTRK3
INS
FGFR4
ADAP1
CDC37
TNFSF11
LYST
EGF
GLI3
TNFRSF14
PPFIA1
GNAO1
AKT2
YY1
GAB1
MCM10
GATA1
CCT5
DOK2
YES1
DDIT3
LIMK1
RAB5A
COMMD1
MMP14
SDCBP
ACTA2
PARD6B
POLA1
XRCC4
SNRPD2
RXRG
SH3GL2
CSNK1D
MCM3
U2AF2
TRPV4
IRF3
MYH9
RAD23A
VDAC1
TUBA1B
SUPT5H
FLNC
MED28
BID
TTR
SH3BP2
MAP3K4
F11R
WWP2
TAF10
RGS12
LSM1
NMT1
EVL
PCBP1
RPLP1
SUMO3
BAT1
RAP2A
CIB1
CTNNA1
MAD1L1
ANK3
ELANE
HDAC6
AKTIP
RELB
ABI1
BIRC5
GABRR1
PPP4C
MAGI2
NPHP1
PELP1
NUP214
SH2D1A
DAPK1
GAB2
MTNR1B
PHYHIP
JUNB
TEX11
NUDT18
PPP2R5A
FURIN
TOLLIP
SMARCE1
KCNB1
NDC80
CTSG
MCM5
NUP153
NUP98
TGFA
SAFB
SRPK1
DISC1
WWP1
APOB
PNN
ITGA4
XRCC1
SGOL1
CCNK
BUB1
ERCC3
SOCS6
GGA1
SNX6
NDN
MED8
APBB1
CD19
GNAI3
HIP1
MBD1
CFLAR
CYTH2
MAP1A
MYD88
PRKRA
ALB
LMO4
CASP2
USP8
S100A8
MAP4K1
RTN4
CDK11B
TUBA1A
CLU
MYLK
GADD45A
BACE1
ENAH
FOXO3
PLCG2
RGS16
MEP1B
CD79A
PSAP
RHOG
PRTN3
SULT1E1
FSHR
POLA2
GATA4
PIAS2
LAT
PSMC5
CENPJ
CDC6
HTR2A
RAB1A
NSF
TPD52L1
CCDC33
MMP9
PPP1R15A
RPL5
SLC4A1
MAP3K10
P4HB
IKZF1
RABEP1
HLA-B
GPS1
DDX5
SNRPB
GOLM1
A2M
IGF2
ABI3
SAP30
FRS2
CCL5
AATF
PSMB5
ING5
AKAP9
TOB1
ARHGDIA
SERPINA3
MAPK8IP2
CTNND2
TYROBP
DMD
PHB
NPHS1
INADL
PSMA1
IL1RAP
NOS3
FOXG1
HBEGF
SKI
STMN1
NUP62
ACP1
HIST2H2BE
SFRS1
PSTPIP1
TCEA2
PAPPA
ESRRA
GRIK2
INPP5D
COPB1
BCL2L11
H3F3A
ITGB7
AURKB
DNMT1
EIF2S1
CRX
TK1
FGFR2
NRP1
CTDP1
PTBP1
SGSM2
CCNH
TUBGCP4
GRK5
L1CAM
NCKIPSD
SMARCD1
CD8A
EXOSC6
PEX19
ATF3
OGT
MARK4
COPS4
ATR
EIF3E
ADRB1
IRS4
TPM3
CNKSR1
ATF4
TOPBP1
NR1H3
PAG1
COPS2
FUS
SPRY2
PSMC2
MSN
RUVBL2
ATF1
CDK5RAP2
PRSS23
CD59
LIFR
MAPK12
NRAS
EPHA3
F2
NCAM1
NEFL
AP1M1
COL4A1
SORBS1
BRD7
CXCR2
SIRT1
PBK
CASP10
FAF1
RIT1
SNX1
BEGAIN
ATXN2
FANCA
NXF1
PFDN1
SELL
GNB2
CHGB
C19orf50
MED9
POLR2C
LGALS3
SCAMP1
MEIS1
GRB7
DNMT3B
CLK1
NR2F1
ARF6
IRF2
ZMYND11
ITGB3BP
CDC5L
SHB
DDB1
BAK1
RGS7
COL2A1
RBX1
TOMM20
PAFAH1B1
SELE
OPRD1
CDK14
GNA15
CSTF2
XRN1
AP2A2
FLII
RAB3B
PLEKHF2
STX4
GNB1
NFYB
PAK4
SERPINE1
MBD2
TRAP1
MAP3K11
SFRS3
SYNCRIP
SGK1
RNPS1
PLA2G4A
MAD2L1BP
PDCD6
PFKFB2
LRPAP1
DRD3
PCDHA4
FLT3
HSP90B1
TRA2B
RALBP1
NME1
COL1A2
ILF3
MAGED1
EPAS1
TUBB3
FANCD2
MAG
POM121
MCRS1
PPP5C
NR2F2
TRIP10
PIK3CD
HAND1
HMOX2
CCDC90B
TFG
C7orf20
WDYHV1
RAC2
S100A1
CARM1
QKI
MAP3K8
PSMD2
MEGF10
RBP1
SSRP1
FAM107A
EPB41L3
ERH
CTSL1
DFFA
UBE2D3
SHANK1
PA2G4
ENO2
WDR33
NR0B2
FCGR2B
MAPK10
FGF1
CUL5
CTSB
TNFRSF10A
STAT4
DACH1
GATA2
PRKAA1
CAV3
NID1
STK4
MDC1
APLP1
DNMT3A
STMN2
BRF1
GMEB1
PDIA3
GP1BA
NGFRAP1
ABLIM1
CSF1R
TH1L
UPF1
SLC3A2
EHMT2
KLK2
APAF1
APOE
ITGA2B
MAFG
RCC1
SMARCA2
RXRB
ZYX
DCC
CBX1
PUF60
SOS2
EXOSC4
IL7R
CDK16
TLN1
ATRX
DLST
IRAK2
FKBP4
KRAS
UBE2E3
KPNA1
MPP6
KLHL12
RNF4
KLF6
LPXN
SDC3
IGFBP5
PTPRE
TTF2
RALGDS
SYNJ1
TRIM63
UPF2
COPS3
RBBP7
RYR1
NEUROD1
HDAC7
MIF
MAD2L1
EXOSC10
ABI2
KCNH2
HAND2
ATP1A1
STAP2
KIF5B
VAV2
ZNF408
PNP
VCAN
FXYD6
MED14
UBE2D2
KHDRBS3
ARL3
CPNE4
AKAP5
RANBP2
CR2
RAB11A
MAP3K7IP1
CTSD
EPHA4
EED
EPN1
HSPB3
LRSAM1
VIPR1
SFRS2
HNRNPA1
ACVR1B
FLT4
PPIA
FANCG
ANP32A
CSNK1E
SFPQ
LGALS1
MYOG
RLIM
SMC1A
DRD2
PACS1
CHMP4B
KDM1A
RORA
DTX1
PLCB1
PPP1R14A
APBA1
LAPTM5
MED15
TAP1
SPEN
CPE
HIST2H4A
ITGA3
NR1I2
KAT2A
CCR3
SPHK1
COX17
EEF2K
PDGFB
ISL1
PCBP2
FLOT1
GNAS
LASP1
LAMA1
RCHY1
NBN
TRPC6
PBX2
ST13
GTF2E2
RHOJ
STAT2
NOLC1
NOL3
KIF1B
NIN
HIF1AN
MS4A2
HEYL
TJP2
PTPRA
MAP2K6
NFIC
STAM
AMPH
OCRL
SUB1
MINK1
HSF4
NEK6
COL4A2
F5
TICAM1
RIC8A
UTRN
BMI1
PAWR
PSMD4
SATB1
EDF1
GOPC
LSM2
ARNTL
TLR10
PRPF6
NECAB2
TNNI3
PRMT2
KLC1
NONO
HBP1
DPP4
VAV3
INPPL1
GRB14
HUWE1
KCNJ2
NOTCH2
DTX2
CD55
TFE3
FBF1
RBPJ
FBLN2
TAF4
NDUFA4L2
CAPN2
GAK
ATXN3
IGHM
CD46
CD36
DDX17
ADRA1B
FCGR3A
UCHL1
UBR5
CDKN2C
SLC34A1
MAP2K7
HOXB1
FER
GMNN
POU5F1
IL1R1
TNFRSF1B
SGTA
SIAH2
TRA
TRPC1
ZBTB8
MYCBP
E2F2
HOXA10
CPNE1
SSTR2
TEAD1
ATP6V1E1
RAB25
BAX
JUB
RAD52
NOTCH4
CEBPE
CPSF6
MAP3K2
TCEB3B
MMP7
LPL
TP63
TTRAP
BLNK
ERCC6
SLC2A1
YTHDC1
OPRM1
FRS3
BMPR1A
PAEP
LAMA5
ADD1
TACC2
GTF2A1
MAP2K3
CSE1L
NR3C2
SNCAIP
CDC34
CD48
SELPLG
KCNJ12
PPL
EIF4G1
PAX5
CDC2L2
LAMA4
RPS3A
SNX2
DYRK1A
IRF7
DCP1A
TRAT1
TRIB3
NKX2-1
GGA2
COL17A1
SOX9
B2M
PDK2
PNMA1
SDC4
PHB2
RPGR
BMP2
NAGK
CDK3
APPL1
GDI1
S1PR1
HNRNPUL1
NKX2-5
EMD
XPA
NPDC1
BIRC6
EXOSC8
CISH
HTRA2
MYO7A
ADAM12
RAD54B
HSPB8
SYNGAP1
DRAP1
TIRAP
RECQL5
TRAF3IP2
FCGR2A
PIP5K1A
OXSR1
TGFB2
DNMBP
GABARAPL2
ZBED1
HAX1
ELF3
H2AFX
HOOK2
TNF
PQBP1
EIF3J
VPS11
TBC1D4
EFNA1
GRIPAP1
TSC22D3
TNFRSF11A
RHEBL1
CD47
WNT3A
SRI
MOAP1
TNPO1
DMPK
FANCC
FNBP1
TIFA
GRM1
PLDN
GTF3C1
PTPRJ
MACF1
CDX2
PNRC2
TAF11
GLRX3
GRN
IFNGR1
RUNX3
BDKRB2
SF1
MCM3AP
BDNF
SERPINA5
FAM46A
FEN1
NEK1
HOMER1
F2R
FKBP1A
COPS7A
TXNIP
CNOT7
AGT
CHAF1A
DES
TH
IL2
ID3
ZMYM2
SMARCD3
CDC16
CEP70
CD40LG
MAP4K4
ERN1
NLK
FSCN1
HDAC9
APTX
PIM1
PKM2
F2RL1
PIK3R3
PBX1
RNF5
CAPNS1
HNRNPH1
SCN5A
RYR2
GABARAP
NRXN1
TOP2B
APBA2
BUB1B
CEP55
RHOQ
CRYAB
MAP2K2
ALK
RBBP6
LSM3
RFWD2
STX8
TBL1X
APLP2
MAST2
HMGB2
MKNK1
SPIB
BTG2
BMP4
LRP6
GADD45B
NAA38
MAPK11
CAV2
KCNA2
MAPK7
MYF5
GRINL1A
ARHGAP17
E2F4
ZNF165
TUBA3C
DTNB
IPO5
BSG
SKIV2L2
LIPE
MXD1
GPHN
LMO3
HOXB9
NR2E3
EPHB6
PHC2
NAP1L1
EXOC7
GRK6
PTPN4
FOXO4
PMF1
OS9
POU3F2
RNF7
CAMK2D
IL6R
NSFL1C
FUBP1
MX1
TUB
ETV6
ALDOA
TTC1
NPPA
FNBP4
ADCY5
MPL
GNAZ
KLC2
REPS2
RBM9
PURA
BCL2A1
APOA1
SOX8
CCL7
FTL
PNRC1
MBIP
HIST4H4
TRRAP
NUDT21
PEX5
SOCS7
BCOR
TYRO3
EEA1
TRAF5
SERPINA1
TCEB1
HSPE1
PRKAA2
PRDX1
ATG12
PSMC3
SCNN1G
RHOD
RUVBL1
ATP5B
TRPM7
MSX2
SNRPG
SH3GL1
CSF2RA
GSTM4
PTTG1
KRT20
NAP1L4
ACTL6A
RIMS1
FOXH1
POLR2D
PYCARD
STIP1
RARG
ITGAM
HOXC8
PSMF1
CARD8
MCM4
FNTA
TCHP
AKAP8
EIF2B5
CITED2
QARS
HBXIP
CNTN1
SLC9A1
TNFRSF25
POU2AF1
ELL
TXK
PJA1
SMAD6
DNAJC7
SMARCA5
TAF7
NFE2
AP1G1
MAF
HNRNPM
PDE6G
TOE1
FYB
HOXB6
HGF
GRM7
AFAP1
RING1
RRAD
STRN
CIITA
MATK
RPL18A
COL7A1
KLK3
ASF1A
PDZK1
COPS8
CDC7
RABGEF1
BMP7
THAP1
CDC73
NEK2
PPP1R2
PTCH1
MSH2
TPM1
RAPGEF1
TCEB2
RHO
PAX2
NFYC
TBC1D17
TBXA2R
SH2B1
PABPC4
TES
PCM1
EEF2
CAMK2B
CYFIP2
HMGN1
RBM23
C1QA
MATN2
ELN
ASH2L
TRPV6
ANXA1
F8
ORC2L
GRIA4
MED23
CLSTN1
MPP3
ACACA
GNA11
UBE2Z
PITX2
NME2
TANK
ANAPC10
KCNJ4
MEF2D
MED25
EPB41L1
XRN2
CCDC106
SF3B3
ASCL1
MC4R
FLNB
DUSP3
UBE2A
KITLG
RRAS
RORB
ATP5A1
EPB49
TPT1
EIF3I
PLK3
EIF4G2
ASAP1
PTGS2
FCGR1A
ID1
EIF3F
ICAM1
EIF2B1
DYNLT1
ZNF638
BLK
RAB6A
EXOC8
STC2
CRY1
BGN
PILRB
LIN7A
SLA
SPOP
DDB2
KRT19
DTNA
FAM173A
VTA1
FHOD1
CAMKK1
LAT2
STK39
IKBKE
ANK1
LTF
UBR1
ACP5
ZEB2
XPC
TF
GTF2E1
MCM6
NDE1
SERPINF2
EPHB1
HIRA
IGF1
MPDZ
SERPINH1
TNIP2
RASSF5
CASP4
DUT
TGFBRAP1
ATP2B4
DNAJB1
GAP43
RDX
TANC1
CEBPG
PLCB3
KRT7
RADIL
RASGRF1
CDT1
PTPN18
CTSS
EEF1B2
TAF6
ZNF655
ECSIT
GOLGB1
BAT5
EPHB3
PLXNA1
EIF5
CSPG4
SIRPA
KIFAP3
PAM
JDP2
MMP3
FHL5
PDHX
RIN1
MEP1A
SH3RF1
HNRNPH3
DBNL
FGA
TAF15
GGA3
HSPH1
DHX30
RASD2
CBX4
AIP
SH2D3C
FCER1G
KCNA4
CUL4B
EFNB1
PDLIM5
NOS2
GOLGA3
ZCCHC10
MAPKSP1
SPN
CBFA2T2
VAMP2
CCL3
VCAM1
ASAP2
SNX9
HLA-C
RIMS2
SS18
TXN
DLGAP1
RGS14
MERTK
RAP1GAP
POLR2G
KCNK3
SDC1
ANXA5
AIFM1
TAF1B
RERE
TWIST1
WWC1
FBP1
PTPRM
SPG21
CRHR1
SSSCA1
ALDH2
S100A7
EXOSC5
NACA
SPARC
BLOC1S1
ABL2
PDLIM1
RALYL
NR2F6
IFI16
PPP1CB
PPP2R5C
PRTFDC1
ICAM3
ITSN2
PEX14
COL4A3
MRE11A
CHMP5
APCS
HSF2
TMEM62
BCCIP
HEY1
PPP1R12A
SLAMF1
HHEX
S100A10
CYP11A1
PRKCH
ARPC3
CABLES1
DPPA2
CHD4
GORASP1
ZRANB2
PSME1
EFS
HERPUD1
MORF4L2
VIL1
E4F1
ADAM17
PKD2
CAD
HDHD2
ARHGEF12
GYS1
FCAR
PPID
RPS6KA2
WWOX
ADD2
GEMIN4
ESRRG
HOXB7
SLC25A4
FZR1
MMP1
UBQLN2
GAB3
GC
CBX8
HEY2
UBE2N
BHLHE40
TPM2
STXBP3
F10
HOXA1
TFAP2B
CDKN3
PIP5K1C
PTPRZ1
RIT2
OPTN
FMR1
LHCGR
ELF1
GSTP1
RAD23B
DCTN2
KLC3
PACSIN1
IL5RA
GNB5
ACVR2B
UXT
PICALM
CAST
CCND2
NOTCH3
SNX4
TCF7L2
ARL15
HOMER3
ACHE
PTGDS
ACCN3
RGS10
MGMT
MVP
NOC4L
CDH9
CD93
SMARCC2
SEC13
ARID3A
MAML1
PSMA4
SERBP1
DRD1
PPP2R2A
KIF1C
KLHL20
TRPV1
RAPSN
CAMK4
ARHGEF11
CD79B
ERCC5
NCSTN
TMSB4X
C16orf48
DHFR
GRIA2
AGTR2
BNIP3L
PTPN14
CIC
TRIM23
KCNMA1
SCTR
TRDMT1
MAGEA1
MED21
DLGAP4
NFKBIE
C4orf14
ZNF250
SLC25A6
CHMP1B
RAB11FIP2
CCDC53
PLAU
ZEB1
DLL1
CNTNAP1
C20orf20
HSPA9
IKZF3
DAP3
LIMS1
NOMO1
CD99
NAPA
NEDD4L
PROX1
CYTH1
ACIN1
EDN1
DNAJA1
SHC3
HOXA13
SCNN1A
CD74
LBR
DUSP1
RPH3A
ADA
XPO5
NUMA1
TGFBR3
FTH1
ALOX5
IL18
PIM2
AKAP1
HSPA1B
NAA10
NFATC1
SIX1
MED17
PAFAH1B2
CARD11
PKN2
PSMC1
NR0B1
SFRS4
CBX3
EPRS
MAPK15
CABIN1
KIAA1279
MED6
TMPO
MBD3
ETV1
UBE2E1
RANGAP1
EIF3L
ACAN
GRIA3
VPS24
BAG3
METAP2
LTA
CNTFR
RIF1
SCMH1
RGS4
SHANK2
SH3GLB1
CCNG1
DIAPH1
FANCL
PPP1R16A
SNRPD3
TRPC4AP
POR
UBA1
HNRNPL
PTPRN
CAMK1
SSTR3
BICD1
ORC1L
MAP4K5
DCAF6
ARHGAP5
TICAM2
LSM7
MAP3K7IP2
AQP1
SPAG9
DCX
RABGGTB
PLK4
KSR1
REPS1
TRB
STK3
EVPL
MED19
ATP5J2
SKAP2
POLD2
POLB
PACSIN3
PIK3CB
PRG2
TNNI2
NSD1
ENG
TAF1C
PPP1R1B
DOCK1
CD7
SOX6
GPRASP2
ANAPC2
SIP1
ZFPM2
DDX19B
ACTR3
MLLT3
L3MBTL
RAB8A
CCR2
CDH7
NFE2L1
HIVEP1
ANXA3
CNR1
DLG5
RNF14
WDR77
NOV
CRELD1
HTRA1
ATP2B2
MYO10
TPR
TBPL1
CEBPD
TFRC
CASR
CCT3
NLRP1
UBE2K
CRP
NCF4
BIRC3
PAX3
SNRNP200
DGKD
POLI
GRIP1
MYO5B
KLF5
DOK5
NCKAP1
PHLDA1
SIN3B
CHMP1A
RFC5
CHN1
EMG1
CGA
CNKSR2
KRT1
C5AR1
FXR1
IL2RA
RARB
RTN3
NUMBL
WIPF1
CNOT1
PPP2CB
SRCAP
ITGA1
MTA2
HUS1
CHAT
MBL2
NGF
TFDP1
ARHGEF2
RAB6B
VPS28
ADRA2A
KCNQ5
KHDRBS2
FXYD1
MAP3K12
NR1H4
KIAA1549
APEX2
DMAP1
CRCT1
KPNA6
VWF
REM1
PAK3
FHIT
PKIA
LDLR
POLD1
TAF1A
RAB34
GJB1
CRYAA
FOXA2
ITGA2
PHOX2A
ZNF148
SIRT2
NPAS2
DYNLL2
TRIM32
FBL
MAGI3
ARPC1B
RAB11FIP5
AXIN2
WIPI1
RBMX
PTPRU
DST
RYBP
KDM5A
TNFSF13
MIP
MAP4
DYRK1B
GMFB
UBE2D1
EID2
POLE
CA2
IL9R
POU1F1
PPM1F
FBN2
SRY
KIF23
PHC1
KPNA3
STARD13
PER3
EIF4B
SLC9A2
U2AF1
TOPORS
EBI3
HIST1H1B
HMGN2
SNTB2
TAX1BP1
SF3A1
GABRG2
SEPHS1
RAP1GDS1
CPSF7
PPBP
HMOX1
HTR2C
SH2B3
FGF7
POLR2H
RANBP10
CHMP2B
PTPN22
RGL2
PFDN5
PTGIR
GNG2
MYH2
FBXW11
IL8
ALOX12
NEK9
SF3B1
GPRIN2
KCNQ3
CUL3
PPP2R5E
DEDD
FLI1
STX11
HIP1R
POLR3F
ADRM1
AP3B1
IDE
PIN4
RAB3A
COPA
SEPT5
UPF3A
ROBO1
USP2
ATP1B1
HIPK1
SP100
BAHD1
GABPA
LIN7B
BATF
SNAP29
HTATSF1
FLOT2
CUL9
CRTC2
POLR2L
IRF4
POLR1B
DAZ1
PDX1
EPB42
KCND2
SF3B4
TNIP1
BNIP2
SND1
TOMM34
MECOM
RPSA
TSNAX
ADAMTSL4
NCF2
ADRA1A
SYNJ2
GRAP
SAP18
TCAP
TNFRSF10B
HMG20A
RPS6KA4
HLA-DRA
GSPT1
RNF8
MARCKS
RPN1
CCT7
SYTL4
TARBP2
SLC39A1
S100P
ADAM9
COPG
DOK4
ARHGDIB
SH3BP1
EPB41L2
AKT1S1
E2F5
